Symbol,Name,Market Capital,CEO,Employees,Headquarters,Founded,Industry,Source,Source Link,ceo_indian_origin
VALU,Value Line Inc. Common Stock,368917495.0,Howard A. Brecher,122,"551 Fifth Ave., 3Rd Floor New York, NY 10176-0001 United States",1931,,"CNBC,Google Finance","https://www.google.com/finance/quote/VALU:NASDAQ?hl=en,https://www.cnbc.com/quotes/VALU",no
VANI,Vivani Medical Inc. Common Stock (DE),74647318.0,,37,"1350 S. Loop Road Alameda, CA 94502 United States",2003,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VANI,https://www.google.com/finance/quote/VANI:NASDAQ?hl=en",
VATE,INNOVATE Corp. Common Stock,76777000.0,Wayne Barr Jr.,"3,148","295 MADISON AVENUE, 12TH FLOOR New York, NY 10017 United States",1994,,"CNBC,Google Finance","https://www.google.com/finance/quote/VATE:NYSE?hl=en,https://www.cnbc.com/quotes/VATE",no
VBF,Invesco Bond Fund Common Stock,0.0,,,"Atlanta, GeorgiaUnited States",1996,,Google Finance,https://www.google.com/finance/quote/VBF:NYSE?hl=en,
VBNK,VersaBank Common Shares,378193481.0,David Taylor,121,"London, OntarioCanada",1980,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VBNK,https://www.google.com/finance/quote/VBNK:NASDAQ?hl=en",no
VBTX,Veritex Holdings Inc. Common Stock,1313370857.0,C. Malcolm Holland III,862,"Dallas, TexasUnited States",2004,,"CNBC,Google Finance","https://www.google.com/finance/quote/VBTX:NASDAQ?hl=en,https://www.cnbc.com/quotes/VBTX",no
VC,Visteon Corporation Common Stock,2301276743.0,Sachin Lawande,"10,000","Van Buren Township, MichiganUnited States","Jun 28, 2000",,Google Finance,https://www.google.com/finance/quote/VC:NASDAQ?hl=en,yes
VCEL,Vericel Corporation Common Stock,2078912905.0,Nick Colangelo,357,"Cambridge, MassachusettsUnited States",1989,,Google Finance,https://www.google.com/finance/quote/VCEL:NASDAQ?hl=en,no
VCIC,Vine Hill Capital Investment Corp. Class A Ordinary Shares,0.0,Nicholas Petruska,"1,582","Lombard, IllinoisUnited States",2024,,"CNBC,Google Finance","https://www.google.com/finance/quote/VCIC:NASDAQ?hl=en,https://www.cnbc.com/quotes/VCIC",yes
VCICU,Vine Hill Capital Investment Corp. Unit,0.0,Nicholas Petruska,"1,582","Lombard, IllinoisUnited States",2024,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VCICU,https://www.google.com/finance/quote/VCICU:NASDAQ?hl=en",yes
VCICW,Vine Hill Capital Investment Corp. Warrant,0.0,Nicholas Petruska,"1,582","Lombard, IllinoisUnited States",2024,,"CNBC,Google Finance","https://www.google.com/finance/quote/VCICW:NASDAQ?hl=en,https://www.cnbc.com/quotes/VCICW",yes
VCIG,VCI Global Limited Ordinary Share,9972428.0,Voon Him Hoo,58,"B03-C-8 Menara 3A , Kl Eco City, No. 3, Jalan Bangsar Kuala Lumpur 59200 Malaysia",2013,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VCIG,https://www.google.com/finance/quote/VCIG:NASDAQ?hl=en",no
VCTR,Victory Capital Holdings Inc. Class A Common Stock,4169322157.0,David Brown,460,"San Antonio, TexasUnited States",2013,,"CNBC,Google Finance","https://www.google.com/finance/quote/VCTR:NASDAQ?hl=en,https://www.cnbc.com/quotes/VCTR",no
VCV,Invesco California Value Municipal Income Trust Common Stock,493272408.0,,,"Atlanta, GeorgiaUnited States",2012,,Google Finance,https://www.google.com/finance/quote/VCV:NYSE?hl=en,
VCYT,Veracyte Inc. Common Stock,2083951799.0,,824,"South San Francisco, CaliforniaUnited States",2006,,Google Finance,https://www.google.com/finance/quote/VCYT:NASDAQ?hl=en,
VECO,Veeco Instruments Inc. Common Stock,1125621455.0,William J. Miller,"1,231","Plainview, New YorkUnited States",1945,Semiconductors,"Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/VECO/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/VECO:NASDAQ?hl=en",no
VEEA,Veea Inc. Common Stock,73316527.0,Allen Salmasi,45,"164 E 83rd Street New York, NY 10028 United States",2014,Internet/Online,"CNBC,Market Watch,Google Finance","https://www.cnbc.com/quotes/VEEA,https://www.marketwatch.com/investing/stock/VEEA/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/VEEA:NASDAQ?hl=en",yes
VEEAW,Veea Inc. Warrant,6675087.0,Allen Salmasi,45,"164 E 83rd Street New York, NY 10028 United States",2014,Internet/Online,"CNBC,Market Watch,Google Finance","https://www.cnbc.com/quotes/VEEAW,https://www.marketwatch.com/investing/stock/VEEAW/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/VEEAW:NASDAQ?hl=en",yes
VEEE,Twin Vee PowerCats Co. Common Stock,3346423.0,Joseph Visconti,85,"Fort Pierce, FloridaUnited States",1996,Sports Goods,"CNBC,Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/VEEE/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/VEEE,https://www.google.com/finance/quote/VEEE:NASDAQ?hl=en",yes
VEEV,Veeva Systems Inc. Class A Common Stock,45506082388.0,Peter Gassner,"7,291","Pleasanton, CaliforniaUnited States",2007,Software,"Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/VEEV/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/VEEV:NYSE?hl=en",no
VEL,Velocity Financial Inc. Common Stock,611232960.0,,309,"Westlake Village, CaliforniaUnited States",2004,,Google Finance,https://www.google.com/finance/quote/VEL:NYSE?hl=en,
VENU,Venu Holding Corporation Common Stock,351568331.0,J. W. Roth,,"1755 Telstar Drive, Suite 501 Colorado Springs, CO 80920 United States",,,CNBC,https://www.cnbc.com/quotes/VENU,yes
VEON,VEON Ltd. ADS,3916585850.0,Kaan Terzioğlu,"18,027","Amsterdam, North HollandNetherlands",1992,,Google Finance,https://www.google.com/finance/quote/VEON:NASDAQ?hl=en,yes
VERA,Vera Therapeutics Inc. Class A Common Stock,1208520294.0,,152,"Brisbane, CaliforniaUnited States",2016,,Google Finance,https://www.google.com/finance/quote/VERA:NASDAQ?hl=en,
VERB,Verb Technology Company Inc. Common Stock,11471256.0,Rory J Cutaia,18,"Las Vegas, NevadaUnited States",2012,,Google Finance,https://www.google.com/finance/quote/VERB:NASDAQ?hl=en,no
VERI,Veritone Inc. Common Stock,71111886.0,Ryan Steelberg,478,"1615 PLATTE STREET, 2ND FLOOR Denver, CO 80202 United States",2014,,"CNBC,Google Finance","https://www.google.com/finance/quote/VERI:NASDAQ?hl=en,https://www.cnbc.com/quotes/VERI",no
VERO,Venus Concept Inc. Common Stock,3461299.0,,292,"Toronto, OntarioCanada",2002,,Google Finance,https://www.google.com/finance/quote/VERO:NASDAQ?hl=en,
VERU,Veru Inc. Common Stock,74493948.0,Mitchell Steiner M.D.,210,"Miami, FloridaUnited States",1971,,"CNBC,Google Finance","https://www.google.com/finance/quote/VERU:NASDAQ?hl=en,https://www.cnbc.com/quotes/VERU",yes
VERV,Verve Therapeutics Inc. Common Stock,396687405.0,,274,"Cambridge, MassachusettsUnited States",2018,,Google Finance,https://www.google.com/finance/quote/VERV:NASDAQ?hl=en,
VERX,Vertex Inc. Class A Common Stock,6271286667.0,David Destefano,"1,900","2301 Renaissance Boulevard King Of Prussia, PA 19406 United States",1978,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VERX,https://www.google.com/finance/quote/VERX:NASDAQ?hl=en",no
VET,Vermilion Energy Inc. Common (Canada),1006446000.0,,743,"Calgary, AlbertaCanada",1994,,Google Finance,https://www.google.com/finance/quote/VET:NYSE?hl=en,
VFC,V.F. Corporation Common Stock,4856214103.0,Bracken Darrell,"21,600","Denver, ColoradoUnited States",Oct 1899,,Google Finance,https://www.google.com/finance/quote/VFC:NYSE?hl=en,no
VFF,Village Farms International Inc. Common Shares,133681030.0,,"1,400","Delta, British ColumbiaCanada",1989,,Google Finance,https://www.google.com/finance/quote/VFF:NASDAQ?hl=en,
VFL,abrdn National Municipal Income Fund Common Stock,0.0,,,"C/O Abrdn, 1900 Market Street, Suite 200 Philadelphia, PA 19103 United States",,,CNBC,https://www.cnbc.com/quotes/VFL,
VFS,VinFast Auto Ltd. Ordinary Shares,7601141197.0,,"17,823","61 Robinson Road, #06-01, 61 Robinson 068893 Singapore",2015,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VFS,https://www.google.com/finance/quote/VFS:NASDAQ?hl=en",
VFSWW,VinFast Auto Ltd. Warrant,748420056.0,,"17,823","61 Robinson Road, #06-01, 61 Robinson 068893 Singapore",2015,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VFSWW,https://www.google.com/finance/quote/VFSWW:NASDAQ?hl=en",
VG,Venture Global Inc. Class A common stock,27997797185.0,,"1,500","1001 19Th Street North, Suite 1500 Arlington, VA 22209 United States",2013,,"CNBC,Google Finance","https://www.google.com/finance/quote/VG:NYSE?hl=en,https://www.cnbc.com/quotes/VG",
VGAS,Verde Clean Fuels Inc. Class A Common Stock,154141689.0,,10,"Houston, TexasUnited States",2007,,Google Finance,https://www.google.com/finance/quote/VGAS:NASDAQ?hl=en,
VGASW,Verde Clean Fuels Inc. Warrant,8905469.0,,10,"Houston, TexasUnited States",2007,,Google Finance,https://www.google.com/finance/quote/VGASW:NASDAQ?hl=en,
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,0.0,,,"Greenfield, MassachusettsUnited States",2011,,Google Finance,https://www.google.com/finance/quote/VGI:NYSE?hl=en,
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),524423131.0,,,"Atlanta, GeorgiaUnited States",2012,,Google Finance,https://www.google.com/finance/quote/VGM:NYSE?hl=en,
VGZ,Vista Gold Corp Common Stock,147299992.0,,,"8310 S. VALLEY HWY, SUITE 300 Englewood, CO 80112 United States",,,CNBC,https://www.cnbc.com/quotes/VGZ,
VHC,VirnetX Holding Corp Common Stock,32891389.0,Kendall Larsen,23,"Suite 206, 308 Dorla Court Zephyr Cove, NV 89448 United States","Jan 1, 2005",,"CNBC,Google Finance","https://www.cnbc.com/quotes/VHC,https://www.google.com/finance/quote/VHC:NYSE?hl=en",yes
VHI,Valhi Inc. Common Stock,411972186.0,,"3,050","Dallas, TexasUnited States",1987,,Google Finance,https://www.google.com/finance/quote/VHI:NYSE?hl=en,
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,184173669.0,W. Keith Maxwell III,156,"Houston, TexasUnited States",1999,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VIASP,https://www.google.com/finance/quote/VIASP:NASDAQ?hl=en",yes
VIAV,Viavi Solutions Inc. Common Stock,2033685918.0,Oleg Khaykin,"3,600","1445 SOUTH SPECTRUM BLVD., SUITE 102 Chandler, AZ 85286 United States",2015,,"CNBC,Google Finance","https://www.google.com/finance/quote/VIAV:NASDAQ?hl=en,https://www.cnbc.com/quotes/VIAV",no
VICI,VICI Properties Inc. Common Stock,33508182870.0,,27,"535 Madison Avenue, 28Th Floor New York, NY 10022 United States","Oct 6, 2017",,"CNBC,Google Finance","https://www.google.com/finance/quote/VICI:NYSE?hl=en,https://www.cnbc.com/quotes/VICI",
VICR,Vicor Corporation Common Stock,1972887244.0,Patrizio Vinciarelli,"1,087","Andover, MassachusettsUnited States",1981,,Google Finance,https://www.google.com/finance/quote/VICR:NASDAQ?hl=en,yes
VIGL,Vigil Neuroscience Inc. Common Stock,368238403.0,,67,"Watertown, MassachusettsUnited States",2020,,Google Finance,https://www.google.com/finance/quote/VIGL:NASDAQ?hl=en,
VIK,Viking Holdings Ltd Ordinary Shares,19773311838.0,Torstein Hagen,"12,000","5700 Canoga Avenue, Suite 200 Woodland Hills, CA 91367 United States",1997,,"CNBC,Google Finance","https://www.google.com/finance/quote/VIK:NYSE?hl=en,https://www.cnbc.com/quotes/VIK",yes
VINP,Vinci Partners Investments Ltd. Class A Common Shares,621890107.0,,594,"Av. Bartolomeu Mitre, 336, Leblon Rio De Janeiro 22.431-002 Brazil",2009,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VINP,https://www.google.com/finance/quote/VINP:NASDAQ?hl=en",
VIOT,Viomi Technology Co. Ltd American Depositary Shares,94487976.0,Xiaoping Chen,750,"Wansheng Square, Rm 1302 Tower C, Xingang East Road, Haizhu District Guangzhou, GNG 510220 China",2014,,"CNBC,Google Finance","https://www.google.com/finance/quote/VIOT:NASDAQ?hl=en,https://www.cnbc.com/quotes/VIOT",no
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,8173127598.0,Eric Ya Shen,"14,966","Vipshop Headquarters 128 Dingxin Road, Haizhu District, Guangzhou, GNG 510220 China","Aug 22, 2008",,"CNBC,Google Finance","https://www.cnbc.com/quotes/VIPS,https://www.google.com/finance/quote/VIPS:NYSE?hl=en",no
VIR,Vir Biotechnology Inc. Common Stock,682895735.0,Marianne De Backer,408,"San Francisco, CaliforniaUnited States","Apr 7, 2016",,Google Finance,https://www.google.com/finance/quote/VIR:NASDAQ?hl=en,yes
VIRC,Virco Manufacturing Corporation Common Stock,135292360.0,Robert A Virtue,810,"Torrance, CaliforniaUnited States",1950,,Google Finance,https://www.google.com/finance/quote/VIRC:NASDAQ?hl=en,yes
VIRT,Virtu Financial Inc. Class A Common Stock,6197227266.0,Douglas A. Cifu,969,"New York, New YorkUnited States",2008,,Google Finance,https://www.google.com/finance/quote/VIRT:NASDAQ?hl=en,yes
VIST,Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,4719488487.0,Miguel Galuccio,535,"Calle Pedregal 24 piso 4, Colonia Molino del Rey Miguel Hidalgo 11040 Mexico",2017,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VIST,https://www.google.com/finance/quote/VIST:NYSE?hl=en",no
VITL,Vital Farms Inc. Common Stock,1418545423.0,,598,"Austin, TexasUnited States",2007,,Google Finance,https://www.google.com/finance/quote/VITL:NASDAQ?hl=en,
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),16152958258.0,Paulo Cesar TeixeiraChristian Gebara,"33,000","Av Engenheiro Luis Carlos Berrini 1376 32 andar, Cidade Moncoes Sao Paulo 04.571-936 Brazil","Apr 12, 1973",,"CNBC,Google Finance","https://www.cnbc.com/quotes/VIV,https://www.google.com/finance/quote/VIV:NYSE?hl=en",yes
VIVK,Vivakor Inc. Common Stock,53918976.0,James Ballengee,150,"Dallas, TexasUnited States",2006,,"CNBC,Google Finance","https://www.google.com/finance/quote/VIVK:NASDAQ?hl=en,https://www.cnbc.com/quotes/VIVK",no
VIVS,VivoSim Labs Inc. Common Stock,3240000.0,,14,"11555 Sorrento Valley Road, Suite 100 San Diego, CA 92121 United States",2007,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VIVS,https://www.google.com/finance/quote/VIVS:NASDAQ?hl=en",
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),368569966.0,,,"1555 Peachtree St NE Ste 1800 Atlanta, GA 30309-2499 United States",,,CNBC,https://www.cnbc.com/quotes/VKI,
VKQ,Invesco Municipal Trust Common Stock,512960224.0,,,"Atlanta, GeorgiaUnited States",2012,,Google Finance,https://www.google.com/finance/quote/VKQ:NYSE?hl=en,
VKTX,Viking Therapeutics Inc. Common Stock,3009895806.0,Brian Lian,46,"9920 Pacific Heights Blvd, Suite 350 San Diego, CA 92121 United States",2012,,"CNBC,Google Finance","https://www.google.com/finance/quote/VKTX:NASDAQ?hl=en,https://www.cnbc.com/quotes/VKTX",no
VLCN,Volcon Inc. Common stock,2470652.0,John Kim,36,"Round Rock, TexasUnited States",2020,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VLCN,https://www.google.com/finance/quote/VLCN:NASDAQ?hl=en",no
VLGEA,Village Super Market Inc. Class A Common Stock,568931698.0,,"4,745","733 Mountain Ave Springfield, NJ 07081-3223 United States",1937,Food Retail,"CNBC,Market Watch,Google Finance","https://www.google.com/finance/quote/VLGEA:NASDAQ?hl=en,https://www.marketwatch.com/investing/stock/VLGEA/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/VLGEA",
VLN,Valens Semiconductor Ltd. Ordinary Shares,236809803.0,Gideon Y. Ben-Zvi,256,8 Hanagar St. POB 7152 Hod Hasharon 4501309 Israel,2006,Semiconductors,"CNBC,Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/VLN/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/VLN,https://www.google.com/finance/quote/VLN:NYSE?hl=en",no
VLO,Valero Energy Corporation Common Stock,40394193425.0,R. Lane Riggs,"9,898","San Antonio, TexasUnited States","Jan 1, 1980",Oil & Gas Products/Services,"Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/VLO/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/VLO:NYSE?hl=en",no
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,551506970.0,Enrique Beltranena,"6,843","Av. Antonio Dovali Jaime No. 70 13 Floor, Tower B, Colonia Zedec Mexico, D.f. 01210 Mexico",Aug 2005,Passenger Airlines,"CNBC,Market Watch,Google Finance","https://www.cnbc.com/quotes/VLRS,https://www.marketwatch.com/investing/stock/VLRS/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/VLRS:NYSE?hl=en",no
VLT,Invesco High Income Trust II,0.0,,,"Atlanta, GeorgiaUnited States","Apr 28, 1989",Closed-End Funds,"Market Watch,Google Finance","https://www.google.com/finance/quote/VLT:NYSE?hl=en,https://www.marketwatch.com/investing/stock/VLT/company-profile?mod=mw_quote_tab",
VLTO,Veralto Corp Common Stock,25041413702.0,,"17,000","Waltham, MassachusettsUnited States",Oct 2023,,Google Finance,https://www.google.com/finance/quote/VLTO:NYSE?hl=en,
VLY,Valley National Bancorp Common Stock,4919795894.0,Ira Robbins,"3,732","One Penn Plaza New York, NY 10119 United States",1927,,"CNBC,Google Finance","https://www.google.com/finance/quote/VLY:NASDAQ?hl=en,https://www.cnbc.com/quotes/VLY",no
VLYPN,Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series C,13907669031.0,Ira Robbins,"3,732","One Penn Plaza New York, NY 10119 United States",1927,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VLYPN,https://www.google.com/finance/quote/VLYPN:NASDAQ?hl=en",no
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,14019737274.0,Ira Robbins,"3,732","One Penn Plaza New York, NY 10119 United States",1927,,"CNBC,Google Finance","https://www.google.com/finance/quote/VLYPO:NASDAQ?hl=en,https://www.cnbc.com/quotes/VLYPO",no
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,13745170078.0,Ira Robbins,"3,732","One Penn Plaza New York, NY 10119 United States",1927,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VLYPP,https://www.google.com/finance/quote/VLYPP:NASDAQ?hl=en",no
VMAR,Vision Marine Technologies Inc. Common Shares,8502580.0,,20,"730 Boulevard Du Cure-Boivin Boisbriand, QC J7G 2A7 Canada",1995,,"CNBC,Google Finance","https://www.cnbc.com/quotes/VMAR,https://www.google.com/finance/quote/VMAR:NASDAQ?hl=en",
VMC,Vulcan Materials Company (Holding Company) Common Stock,35016678986.0,J. Thomas Hill,"11,436","Birmingham, AlabamaUnited States",1909,,"CNBC,Google Finance","https://www.google.com/finance/quote/VMC:NYSE?hl=en,https://www.cnbc.com/quotes/VMC",yes
VMD,Viemed Healthcare Inc. Common Shares,258191563.0,,"1,222","Lafayette, LouisianaUnited States",2006,,Google Finance,https://www.google.com/finance/quote/VMD:NASDAQ?hl=en,
VMEO,Vimeo Inc. Common Stock,718283927.0,,"1,102","330 West 34Th Street, 5Th Floor New York, NY 10001 United States","Nov 14, 2004",,"CNBC,Google Finance","https://www.cnbc.com/quotes/VMEO,https://www.google.com/finance/quote/VMEO:NASDAQ?hl=en",
